OATC,CorrectedRunwayLengthM,MaxTakeoffWeightT,V1Kt,VRKt,V2Kt,LimitationCode
8.0,2000,73.22,134,143,153,4
8.0,2250,77.22,139,147,156,4
8.0,2500,79.25,143,150,158,7
8.0,2750,79.25,143,150,158,7
8.0,3000,79.25,143,150,158,7
8.0,3250,79.25,143,150,158,7
8.0,3500,79.25,143,150,158,7
9.0,1000,47.39,108,123,140,4
9.0,1250,57.01,112,125,141,4
9.0,1500,63.4,121,131,145,4
9.0,1750,68.61,128,137,149,4
9.0,2000,73.11,134,143,153,4
9.0,2250,77.11,139,147,156,4
9.0,2500,79.25,143,150,158,7
9.0,2750,79.25,143,150,158,7
9.0,3000,79.25,143,150,158,7
9.0,3250,79.25,143,150,158,7
9.0,3500,79.25,143,150,158,7
10.0,1000,47.38,108,123,140,4
10.0,1250,56.9,112,125,141,4
10.0,1500,63.3,121,131,145,4
10.0,1750,68.5,128,137,149,4
10.0,2000,73.0,134,143,153,4
10.0,2250,77.0,139,147,156,4
10.0,2500,79.25,143,150,158,7
10.0,2750,79.25,143,150,158,7
10.0,3000,79.25,143,150,158,7
10.0,3250,79.25,143,150,158,7
10.0,3500,79.25,143,150,158,7
11.0,1000,47.37,108,123,140,4
11.0,1250,56.77,112,125,141,4
11.0,1500,63.19,121,131,145,4
11.0,1750,68.4,128,137,149,4
11.0,2000,72.9,134,143,153,4
11.0,2250,76.9,139,147,156,4
11.0,2500,79.25,143,150,158,7
11.0,2750,79.25,143,150,158,7
11.0,3000,79.25,143,150,158,7
11.0,3250,79.25,143,150,158,7
11.0,3500,79.25,143,150,158,7
12.0,1000,47.37,108,123,140,4
12.0,1250,56.64,112,125,141,4
12.0,1500,63.08,121,131,145,4
12.0,1750,68.3,128,137,149,4
12.0,2000,72.8,134,143,153,4
12.0,2250,76.8,139,147,156,4
12.0,2500,79.25,143,150,158,7
12.0,2750,79.25,143,150,158,7
12.0,3000,79.25,143,150,158,7
12.0,3250,79.25,143,150,158,7
12.0,3500,79.25,143,150,158,7
13.0,1000,47.36,108,123,140,4
13.0,1250,56.51,112,125,141,4
13.0,1500,62.97,120,131,145,4
13.0,1750,68.2,127,137,149,4
13.0,2000,72.7,133,143,153,4
13.0,2250,76.7,139,147,156,4
13.0,2500,79.25,143,150,158,7
13.0,2750,79.25,143,150,158,7
13.0,3000,79.25,143,150,158,7
13.0,3250,79.25,143,150,158,7
13.0,3500,79.25,143,150,158,7
14.0,1000,47.36,108,123,140,4
14.0,1250,56.38,112,125,141,4
14.0,1500,62.86,120,131,145,4
14.0,1750,68.1,127,137,149,4
14.0,2000,72.6,133,143,153,4
14.0,2250,76.6,139,147,156,4
14.0,2500,79.25,143,150,158,7
14.0,2750,79.25,143,150,158,7
14.0,3000,79.25,143,150,158,7
14.0,3250,79.25,143,150,158,7
14.0,3500,79.25,143,150,158,7
15.0,1000,47.35,108,123,140,4
15.0,1250,56.25,112,124,140,4
15.0,1500,62.75,120,130,144,4
15.0,1750,68.0,127,137,149,4
15.0,2000,72.5,133,143,152,4
15.0,2250,76.5,138,147,156,4
15.0,2500,79.25,142,150,158,7
15.0,2750,79.25,142,150,158,7
15.0,3000,79.25,142,150,158,7
15.0,3250,79.25,142,150,158,7
15.0,3500,79.25,142,150,158,7
16.0,1000,47.34,108,123,140,4
16.0,1250,56.12,111,124,140,4
16.0,1500,62.64,120,130,144,4
16.0,1750,67.9,127,137,149,4
16.0,2000,72.4,133,143,152,4
16.0,2250,76.4,138,147,156,4
16.0,2500,79.25,142,150,158,7
16.0,2750,79.25,142,150,158,7
16.0,3000,79.25,142,150,158,7
16.0,3250,79.25,142,150,158,7
16.0,3500,79.25,142,150,158,7
17.0,1000,47.34,108,123,140,4
17.0,1250,55.99,111,124,140,4
17.0,1500,62.53,120,130,144,4
17.0,1750,67.8,127,137,149,4
17.0,2000,72.3,133,143,152,4
17.0,2250,76.3,138,147,156,4
17.0,2500,79.25,142,150,158,7
17.0,2750,79.25,142,150,158,7
17.0,3000,79.25,142,150,158,7
17.0,3250,79.25,142,150,158,7
17.0,3500,79.25,142,150,158,7
18.0,1000,47.33,108,123,140,4
18.0,1250,55.86,111,124,140,4
18.0,1500,62.42,119,130,144,4
18.0,1750,67.7,126,137,149,4
18.0,2000,72.2,132,143,152,4
18.0,2250,76.2,138,147,156,4
18.0,2500,79.25,142,150,158,7
18.0,2750,79.25,142,150,158,7
18.0,3000,79.25,142,150,158,7
18.0,3250,79.25,142,150,158,7
18.0,3500,79.25,142,150,158,7
19.0,1000,47.33,108,123,140,4
19.0,1250,55.73,111,124,140,4
19.0,1500,62.31,119,130,144,4
19.0,1750,67.6,126,137,149,4
19.0,2000,72.1,132,143,152,4
19.0,2250,76.1,138,147,156,4
19.0,2500,79.25,142,150,158,7
19.0,2750,79.25,142,150,158,7
19.0,3000,79.25,142,150,158,7
19.0,3250,79.25,142,150,158,7
19.0,3500,79.25,142,150,158,7
20.0,1000,47.32,108,123,140,4
20.0,1250,55.6,111,124,140,4
20.0,1500,62.2,119,130,144,4
20.0,1750,67.5,126,137,149,4
20.0,2000,72.0,132,143,152,4
20.0,2250,76.0,138,147,156,4
20.0,2500,79.25,142,150,158,7
20.0,2750,79.25,142,150,158,7
20.0,3000,79.25,142,150,158,7
20.0,3250,79.25,142,150,158,7
20.0,3500,79.25,142,150,158,7
21.0,1000,47.31,108,123,140,4
21.0,1250,55.48,111,124,140,4
21.0,1500,62.12,119,130,144,4
21.0,1750,67.4,126,137,149,4
21.0,2000,71.92,132,143,152,4
21.0,2250,75.9,138,147,156,4
21.0,2500,79.22,142,150,158,6
21.0,2750,79.25,142,150,158,7
21.0,3000,79.25,142,150,158,7
21.0,3250,79.25,142,150,158,7
21.0,3500,79.25,142,150,158,7
22.0,1000,47.31,108,123,140,4
22.0,1250,55.36,111,124,140,4
22.0,1500,62.04,119,130,144,4
22.0,1750,67.3,126,136,149,4
22.0,2000,71.84,132,142,152,4
22.0,2250,75.8,138,147,156,4
22.0,2500,79.19,142,150,158,6
22.0,2750,79.25,142,150,158,7
22.0,3000,79.25,142,150,158,7
22.0,3250,79.25,142,150,158,7
22.0,3500,79.25,142,150,158,7
23.0,1000,47.3,108,123,140,4
23.0,1250,55.24,110,124,140,4
23.0,1500,61.96,118,129,144,4
23.0,1750,67.2,125,136,148,4
23.0,2000,71.76,131,142,152,4
23.0,2250,75.7,137,146,155,4
23.0,2500,79.16,142,150,158,5
23.0,2750,79.25,142,150,158,7
23.0,3000,79.25,142,150,158,7
23.0,3250,79.25,142,150,158,7
23.0,3500,79.25,142,150,158,7
24.0,1000,47.3,108,123,140,4
24.0,1250,55.12,110,124,140,4
24.0,1500,61.88,118,129,144,4
24.0,1750,67.1,125,135,148,4
24.0,2000,71.68,131,141,152,4
24.0,2250,75.6,137,146,155,4
24.0,2500,79.13,142,150,158,5
24.0,2750,79.25,142,150,158,7
24.0,3000,79.25,142,150,158,7
24.0,3250,79.25,142,150,158,7
24.0,3500,79.25,142,150,158,7
25.0,1000,47.29,108,123,140,4
25.0,1250,55.0,110,124,140,4
25.0,1500,61.8,118,129,144,4
25.0,1750,67.0,125,135,148,4
25.0,2000,71.6,131,141,152,4
25.0,2250,75.5,137,146,155,4
25.0,2500,79.1,142,150,158,4
25.0,2750,79.25,142,150,158,7
25.0,3000,79.25,142,150,158,7
25.0,3250,79.25,142,150,158,7
25.0,3500,79.25,142,150,158,7
26.0,1000,47.28,108,123,140,4
26.0,1250,54.7,110,124,140,4
26.0,1500,61.56,118,129,144,4
26.0,1750,66.8,125,135,148,4
26.0,2000,71.4,131,141,152,4
26.0,2250,75.28,137,146,155,4
26.0,2500,78.86,142,150,158,4
26.0,2750,79.25,142,150,158,7
26.0,3000,79.25,142,150,158,7
26.0,3250,79.25,142,150,158,7
26.0,3500,79.25,142,150,158,7
27.0,1000,47.28,108,123,140,4
27.0,1250,54.4,110,124,140,4
27.0,1500,61.32,118,129,144,4
27.0,1750,66.6,125,135,148,4
27.0,2000,71.2,131,141,152,4
27.0,2250,75.06,137,145,155,4
27.0,2500,78.62,142,149,158,4
27.0,2750,79.25,142,150,158,7
27.0,3000,79.25,142,150,158,7
27.0,3250,79.25,142,150,158,7
27.0,3500,79.25,142,150,158,7
28.0,1000,47.27,108,123,140,4
28.0,1250,54.1,109,123,140,4
28.0,1500,61.08,117,128,143,4
28.0,1750,66.4,125,134,147,4
28.0,2000,71.0,130,140,151,4
28.0,2250,74.84,136,145,154,4
28.0,2500,78.38,141,149,157,4
28.0,2750,79.25,143,150,158,7
28.0,3000,79.25,143,150,158,7
28.0,3250,79.25,143,150,158,7
28.0,3500,79.25,143,150,158,7
29.0,1000,47.27,108,123,140,4
29.0,1250,53.8,109,123,140,4
29.0,1500,60.84,117,128,143,4
29.0,1750,66.2,125,134,147,4
29.0,2000,70.8,130,140,151,4
29.0,2250,74.62,136,144,154,4
29.0,2500,78.14,141,148,157,4
29.0,2750,79.25,143,150,158,7
29.0,3000,79.25,143,150,158,7
29.0,3250,79.25,143,150,158,7
29.0,3500,79.25,143,150,158,7
30.0,1000,47.26,108,123,140,4
30.0,1250,53.5,109,123,140,4
30.0,1500,60.6,117,128,143,4
30.0,1750,66.0,125,134,147,4
30.0,2000,70.6,130,140,151,4
30.0,2250,74.4,136,144,154,4
30.0,2500,77.9,141,148,157,4
30.0,2750,79.25,143,150,158,7
30.0,3000,79.25,143,150,158,7
30.0,3250,79.25,143,150,158,7
30.0,3500,79.25,143,150,158,7
31.0,1000,47.25,108,123,140,4
31.0,1250,52.86,109,123,140,4
31.0,1500,60.24,117,128,143,4
31.0,1750,65.62,125,134,147,4
31.0,2000,70.16,130,139,151,4
31.0,2250,73.98,136,144,154,4
31.0,2500,77.48,141,148,157,4
31.0,2750,79.18,143,150,158,6
31.0,3000,79.25,143,150,158,7
31.0,3250,79.25,143,150,158,7
31.0,3500,79.25,143,150,158,7
32.0,1000,47.25,108,123,140,4
32.0,1250,52.22,109,123,140,4
32.0,1500,59.88,117,127,143,4
32.0,1750,65.24,124,133,147,4
32.0,2000,69.72,130,139,150,4
32.0,2250,73.56,135,143,154,4
32.0,2500,77.06,141,147,156,4
32.0,2750,79.11,143,150,158,6
32.0,3000,79.25,144,150,158,7
32.0,3250,79.25,144,150,158,7
32.0,3500,79.25,144,150,158,7
33.0,1000,47.24,108,123,140,4
33.0,1250,51.58,109,123,140,4
33.0,1500,59.52,116,127,142,4
33.0,1750,64.86,124,133,146,4
33.0,2000,69.28,129,138,150,4
33.0,2250,73.14,135,143,153,4
33.0,2500,76.64,140,147,156,4
33.0,2750,79.04,144,150,158,5
33.0,3000,79.25,144,150,158,7
33.0,3250,79.25,144,150,158,7
33.0,3500,79.25,144,150,158,7
34.0,1000,47.24,108,123,140,4
34.0,1250,50.94,109,123,140,4
34.0,1500,59.16,116,126,142,4
34.0,1750,64.48,123,132,146,4
34.0,2000,68.84,129,138,149,4
34.0,2250,72.72,134,142,153,4
34.0,2500,76.22,140,146,155,4
34.0,2750,78.97,144,150,158,5
34.0,3000,79.25,145,150,158,7
34.0,3250,79.25,145,150,158,7
34.0,3500,79.25,145,150,158,7
35.0,1000,47.23,108,123,140,4
35.0,1250,50.3,109,123,140,4
35.0,1500,58.8,116,126,142,4
35.0,1750,64.1,123,132,146,4
35.0,2000,68.4,129,137,149,4
35.0,2250,72.3,134,142,153,4
35.0,2500,75.8,140,146,155,4
35.0,2750,78.9,144,150,158,4
35.0,3000,79.25,145,150,158,7
35.0,3250,79.25,145,150,158,7
35.0,3500,79.25,145,150,158,7
36.0,1000,47.22,108,123,140,4
36.0,1250,51.62,110,123,140,4
36.0,1500,59.46,117,127,142,4
36.0,2000,68.02,129,137,149,4
36.0,2250,71.88,134,141,153,4
36.0,2500,75.34,140,145,155,4
36.0,2750,78.42,144,149,158,4
36.0,3000,79.25,145,150,158,7
36.0,3250,79.25,145,150,158,7
36.0,3500,79.25,145,150,158,7
37.0,1000,47.22,108,123,140,4
37.0,1250,52.94,111,124,140,4
37.0,1500,60.12,118,128,143,4
37.0,2000,67.64,129,136,149,4
37.0,2250,71.46,134,141,152,4
37.0,2500,74.88,139,145,155,4
37.0,2750,77.94,143,149,157,4
37.0,3000,79.25,146,150,158,7
37.0,3250,79.25,146,150,158,7
37.0,3500,79.25,146,150,158,7
38.0,1000,47.21,108,123,140,4
38.0,1250,54.26,113,124,141,4
38.0,1500,60.78,119,128,143,4
38.0,2000,67.26,128,136,148,4
38.0,2250,71.04,133,140,152,4
38.0,2500,74.42,139,144,154,4
38.0,2750,77.46,143,148,157,4
38.0,3000,79.25,146,150,158,7
38.0,3250,79.25,146,150,158,7
38.0,3500,79.25,146,150,158,7
39.0,1000,47.21,108,123,140,4
39.0,1250,55.58,114,125,141,4
39.0,1500,61.44,120,129,144,4
39.0,2000,66.88,128,135,148,4
39.0,2250,70.62,133,140,151,4
39.0,2500,73.96,138,144,154,4
39.0,2750,76.98,142,148,156,4
39.0,3000,79.25,147,150,158,7
39.0,3250,79.25,147,150,158,7
39.0,3500,79.25,147,150,158,7
40.0,1000,47.2,108,123,140,4
40.0,1250,56.9,115,125,141,4
40.0,1500,62.1,121,130,144,4
40.0,2000,66.5,128,135,148,4
40.0,2250,70.2,133,139,151,4
40.0,2500,73.5,138,143,154,4
40.0,2750,76.5,142,147,156,4
40.0,3000,79.25,147,150,158,7
40.0,3250,79.25,147,150,158,7
40.0,3500,79.25,147,150,158,7
