OATC,CorrectedRunwayLengthM,MaxTakeoffWeightT,V1Kt,VRKt,V2Kt,LimitationCode
0.0,2250,76.1,139,146,156,4
0.0,2500,79.25,144,150,158,7
0.0,2750,79.25,144,150,158,7
0.0,3000,79.25,144,150,158,7
0.0,3250,79.25,144,150,158,7
0.0,3500,79.25,144,150,158,7
1.0,1250,55.89,112,124,141,4
1.0,1500,62.4,120,130,144,4
1.0,1750,67.6,127,136,149,4
1.0,2000,72.1,133,142,152,4
1.0,2250,76.01,139,146,156,4
1.0,2500,79.2,144,150,158,7
1.0,2750,79.25,144,150,158,7
1.0,3000,79.25,144,150,158,7
1.0,3250,79.25,144,150,158,7
1.0,3500,79.25,144,150,158,7
2.0,1250,55.78,112,124,141,4
2.0,1500,62.3,120,130,144,4
2.0,1750,67.5,127,136,149,4
2.0,2000,72.0,133,142,152,4
2.0,2250,75.92,139,146,156,4
2.0,2500,79.14,144,150,158,6
2.0,2750,79.25,144,150,158,7
2.0,3000,79.25,144,150,158,7
2.0,3250,79.25,144,150,158,7
2.0,3500,79.25,144,150,158,7
3.0,1250,55.67,112,124,141,4
3.0,1500,62.2,120,130,144,4
3.0,1750,67.4,127,136,149,4
3.0,2000,71.9,133,141,152,4
3.0,2250,75.83,138,146,156,4
3.0,2500,79.08,144,150,158,6
3.0,2750,79.25,144,150,158,7
3.0,3000,79.25,144,150,158,7
3.0,3250,79.25,144,150,158,7
3.0,3500,79.25,144,150,158,7
4.0,1250,55.56,112,124,141,4
4.0,1500,62.1,120,130,144,4
4.0,1750,67.3,127,136,149,4
4.0,2000,71.8,133,141,152,4
4.0,2250,75.74,138,146,156,4
4.0,2500,79.03,144,150,158,6
4.0,2750,79.25,144,150,158,7
4.0,3000,79.25,144,150,158,7
4.0,3250,79.25,144,150,158,7
4.0,3500,79.25,144,150,158,7
5.0,1250,55.45,112,124,140,4
5.0,1500,62.0,120,130,144,4
5.0,1750,67.2,126,136,148,4
5.0,2000,71.7,132,141,152,4
5.0,2250,75.65,138,146,156,4
5.0,2500,78.97,144,150,158,6
5.0,2750,79.25,144,150,158,7
5.0,3000,79.25,144,150,158,7
5.0,3250,79.25,144,150,158,7
5.0,3500,79.25,144,150,158,7
6.0,1250,55.34,111,124,140,4
6.0,1500,61.9,119,129,144,4
6.0,1750,67.1,126,135,148,4
6.0,2000,71.6,132,141,152,4
6.0,2250,75.56,138,145,155,4
6.0,2500,78.92,143,149,158,5
6.0,2750,79.25,143,150,158,7
6.0,3000,79.25,143,150,158,7
6.0,3250,79.25,143,150,158,7
6.0,3500,79.25,143,150,158,7
7.0,1250,55.23,111,124,140,4
7.0,1500,61.8,119,129,144,4
7.0,1750,67.0,126,135,148,4
7.0,2000,71.5,132,141,152,4
7.0,2250,75.47,138,145,155,4
7.0,2500,78.86,143,149,158,5
7.0,2750,79.25,143,150,158,7
7.0,3000,79.25,143,150,158,7
7.0,3250,79.25,143,150,158,7
7.0,3500,79.25,143,150,158,7
8.0,1250,55.12,111,124,140,4
8.0,1500,61.7,119,129,144,4
8.0,1750,66.9,126,135,148,4
8.0,2000,71.4,132,140,152,4
8.0,2250,75.38,137,145,155,4
8.0,2500,78.81,143,149,158,5
8.0,2750,79.25,143,150,158,7
8.0,3000,79.25,143,150,158,7
8.0,3250,79.25,143,150,158,7
8.0,3500,79.25,143,150,158,7
9.0,1250,55.01,111,124,140,4
9.0,1500,61.6,119,129,144,4
9.0,1750,66.8,126,135,148,4
9.0,2000,71.3,132,140,152,4
9.0,2250,75.29,137,145,155,4
9.0,2500,78.76,143,149,158,4
9.0,2750,79.25,143,150,158,7
9.0,3000,79.25,143,150,158,7
9.0,3250,79.25,143,150,158,7
9.0,3500,79.25,143,150,158,7
10.0,1250,54.9,111,124,140,4
10.0,1500,61.5,119,129,144,4
10.0,1750,66.7,126,135,148,4
10.0,2000,71.2,132,140,152,4
10.0,2250,75.2,137,145,155,4
10.0,2500,78.7,143,149,158,4
10.0,2750,79.25,143,150,158,7
10.0,3000,79.25,143,150,158,7
10.0,3250,79.25,143,150,158,7
10.0,3500,79.25,143,150,158,7
11.0,1250,54.7,111,124,140,4
11.0,1500,61.4,119,129,144,4
11.0,1750,66.6,126,135,148,4
11.0,2000,71.11,132,140,152,4
11.0,2250,75.09,137,145,155,4
11.0,2500,78.59,143,149,158,4
11.0,2750,79.25,143,150,158,7
11.0,3000,79.25,143,150,158,7
11.0,3250,79.25,143,150,158,7
11.0,3500,79.25,143,150,158,7
12.0,1250,54.5,111,124,140,4
12.0,1500,61.3,119,129,144,4
12.0,1750,66.5,126,135,148,4
12.0,2000,71.02,132,140,152,4
12.0,2250,74.98,137,145,155,4
12.0,2500,78.48,143,149,158,4
12.0,2750,79.25,143,150,158,7
12.0,3000,79.25,143,150,158,7
12.0,3250,79.25,143,150,158,7
12.0,3500,79.25,143,150,158,7
13.0,1250,54.3,110,124,140,4
13.0,1500,61.2,119,129,144,4
13.0,1750,66.4,125,135,148,4
13.0,2000,70.93,131,140,152,4
13.0,2250,74.87,137,145,155,4
13.0,2500,78.37,142,149,158,4
13.0,2750,79.25,143,150,158,7
13.0,3000,79.25,143,150,158,7
13.0,3250,79.25,143,150,158,7
13.0,3500,79.25,143,150,158,7
14.0,1250,54.1,110,124,140,4
14.0,1500,61.1,119,129,144,4
14.0,1750,66.3,125,135,148,4
14.0,2000,70.84,131,140,152,4
14.0,2250,74.76,137,145,155,4
14.0,2500,78.26,142,149,158,4
14.0,2750,79.25,143,150,158,7
14.0,3000,79.25,143,150,158,7
14.0,3250,79.25,143,150,158,7
14.0,3500,79.25,143,150,158,7
15.0,1250,53.9,110,124,140,4
15.0,1500,61.0,118,128,144,4
15.0,1750,66.2,125,134,148,4
15.0,2000,70.75,131,140,152,4
15.0,2250,74.65,136,144,154,4
15.0,2500,78.15,142,148,158,4
15.0,2750,79.25,143,150,158,7
15.0,3000,79.25,143,150,158,7
15.0,3250,79.25,143,150,158,7
15.0,3500,79.25,143,150,158,7
16.0,1250,53.7,110,123,140,4
16.0,1500,60.9,118,128,143,4
16.0,1750,66.1,125,134,147,4
16.0,2000,70.66,131,139,151,4
16.0,2250,74.54,136,144,154,4
16.0,2500,78.04,142,148,157,4
16.0,2750,79.25,143,150,158,7
16.0,3000,79.25,143,150,158,7
16.0,3250,79.25,143,150,158,7
16.0,3500,79.25,143,150,158,7
17.0,1250,53.5,110,123,140,4
17.0,1500,60.8,118,128,143,4
17.0,1750,66.0,125,134,147,4
17.0,2000,70.57,131,139,151,4
17.0,2250,74.43,136,144,154,4
17.0,2500,77.93,142,148,157,4
17.0,2750,79.25,143,150,158,7
17.0,3000,79.25,143,150,158,7
17.0,3250,79.25,143,150,158,7
17.0,3500,79.25,143,150,158,7
18.0,1250,53.3,109,123,140,4
18.0,1500,60.7,118,128,143,4
18.0,1750,65.9,124,134,147,4
18.0,2000,70.48,130,139,151,4
18.0,2250,74.32,136,144,154,4
18.0,2500,77.82,141,148,157,4
18.0,2750,79.25,143,150,158,7
18.0,3000,79.25,143,150,158,7
18.0,3250,79.25,143,150,158,7
18.0,3500,79.25,143,150,158,7
19.0,1250,53.1,109,123,140,4
19.0,1500,60.6,118,128,143,4
19.0,1750,65.8,124,134,147,4
19.0,2000,70.39,130,139,151,4
19.0,2250,74.21,136,144,154,4
19.0,2500,77.71,141,148,157,4
19.0,2750,79.25,143,150,158,7
19.0,3000,79.25,143,150,158,7
19.0,3250,79.25,143,150,158,7
19.0,3500,79.25,143,150,158,7
20.0,1250,52.9,109,123,140,4
20.0,1500,60.5,118,128,143,4
20.0,1750,65.7,124,134,147,4
20.0,2000,70.3,130,139,151,4
20.0,2250,74.1,136,144,154,4
20.0,2500,77.6,141,148,157,4
20.0,2750,79.25,143,150,158,7
20.0,3000,79.25,143,150,158,7
20.0,3250,79.25,143,150,158,7
20.0,3500,79.25,143,150,158,7
21.0,1250,52.68,109,123,140,4
21.0,1500,60.36,118,128,143,4
21.0,1750,65.6,124,134,147,4
21.0,2000,70.2,130,139,151,4
21.0,2250,74.0,136,144,154,4
21.0,2500,77.52,141,148,157,4
21.0,2750,79.25,143,150,158,7
21.0,3000,79.25,143,150,158,7
21.0,3250,79.25,143,150,158,7
21.0,3500,79.25,143,150,158,7
22.0,1250,52.46,109,123,140,4
22.0,1500,60.22,118,128,143,4
22.0,1750,65.5,124,134,147,4
22.0,2000,70.1,130,139,151,4
22.0,2250,73.9,136,144,154,4
22.0,2500,77.44,141,148,157,4
22.0,2750,79.25,143,150,158,7
22.0,3000,79.25,143,150,158,7
22.0,3250,79.25,143,150,158,7
22.0,3500,79.25,143,150,158,7
23.0,1250,52.24,109,123,140,4
23.0,1500,60.08,117,127,142,4
23.0,1750,65.4,124,133,147,4
23.0,2000,70.0,130,139,150,4
23.0,2250,73.8,135,143,153,4
23.0,2500,77.36,140,148,157,4
23.0,2750,79.25,143,150,158,7
23.0,3000,79.25,143,150,158,7
23.0,3250,79.25,143,150,158,7
23.0,3500,79.25,143,150,158,7
24.0,1250,52.02,109,123,140,4
24.0,1500,59.94,117,127,142,4
24.0,1750,65.3,124,133,147,4
24.0,2000,69.9,130,139,150,4
24.0,2250,73.7,135,143,153,4
24.0,2500,77.28,140,148,157,4
24.0,2750,79.25,143,150,158,7
24.0,3000,79.25,143,150,158,7
24.0,3250,79.25,143,150,158,7
24.0,3500,79.25,143,150,158,7
25.0,1250,51.8,109,123,140,4
25.0,1500,59.8,117,127,142,4
25.0,1750,65.2,124,133,147,4
25.0,2000,69.8,130,139,150,4
25.0,2250,73.6,135,143,153,4
25.0,2500,77.2,140,148,157,4
25.0,2750,79.25,143,150,158,7
25.0,3000,79.25,143,150,158,7
25.0,3250,79.25,143,150,158,7
25.0,3500,79.25,143,150,158,7
26.0,1250,51.34,109,123,140,4
26.0,1500,59.52,117,127,142,4
26.0,1750,64.88,124,133,147,4
26.0,2000,69.44,130,139,150,4
26.0,2250,73.26,135,143,153,4
26.0,2500,76.84,140,147,157,4
26.0,2750,79.1,143,150,158,6
26.0,3000,79.25,143,150,158,7
26.0,3250,79.25,143,150,158,7
26.0,3500,79.25,143,150,158,7
27.0,1250,50.88,109,123,140,4
27.0,1500,59.24,116,127,142,4
27.0,1750,64.56,123,132,146,4
27.0,2000,69.08,129,138,150,4
27.0,2250,72.92,135,142,153,4
27.0,2500,76.48,140,147,156,4
27.0,2750,78.95,143,150,158,6
27.0,3000,79.25,143,150,158,7
27.0,3250,79.25,143,150,158,7
27.0,3500,79.25,143,150,158,7
28.0,1250,50.42,108,123,140,4
28.0,1500,58.96,116,126,142,4
28.0,1750,64.24,123,132,146,4
28.0,2000,68.72,129,138,149,4
28.0,2250,72.58,134,142,152,4
28.0,2500,76.12,139,146,156,4
28.0,2750,78.8,143,149,158,5
28.0,3000,79.25,144,150,158,7
28.0,3250,79.25,144,150,158,7
28.0,3500,79.25,144,150,158,7
29.0,1250,49.96,108,123,140,4
29.0,1500,58.68,115,126,142,4
29.0,1750,63.92,122,131,145,4
29.0,2000,68.36,128,137,149,4
29.0,2250,72.24,134,141,152,4
29.0,2500,75.76,139,146,155,4
29.0,2750,78.65,143,149,158,5
29.0,3000,79.25,144,150,158,7
29.0,3250,79.25,144,150,158,7
29.0,3500,79.25,144,150,158,7
30.0,1250,49.5,108,123,140,4
30.0,1500,58.4,115,126,142,4
30.0,1750,63.6,122,131,145,4
30.0,2000,68.0,128,137,149,4
30.0,2250,71.9,134,141,152,4
30.0,2500,75.4,139,145,155,4
30.0,2750,78.5,143,149,158,4
30.0,3000,79.25,144,150,158,7
30.0,3250,79.25,144,150,158,7
30.0,3500,79.25,144,150,158,7
31.0,1250,48.92,108,123,140,4
31.0,1500,57.98,115,126,142,4
31.0,1750,63.22,122,131,145,4
31.0,2000,67.62,128,136,149,4
31.0,2250,71.5,134,141,152,4
31.0,2500,74.96,139,145,155,4
31.0,2750,78.06,143,148,158,4
31.0,3000,79.2,144,150,158,6
31.0,3250,79.25,144,150,158,7
31.0,3500,79.25,144,150,158,7
32.0,1250,48.34,108,123,140,4
32.0,1500,57.56,115,126,142,4
32.0,1750,62.84,122,130,145,4
32.0,2000,67.24,128,136,149,4
32.0,2250,71.1,133,140,152,4
32.0,2500,74.52,138,144,154,4
32.0,2750,77.62,143,148,157,4
32.0,3000,79.15,145,150,158,6
32.0,3250,79.25,145,150,158,7
32.0,3500,79.25,145,150,158,7
33.0,1250,47.76,108,123,140,4
33.0,1500,57.14,114,125,141,4
33.0,1750,62.46,121,130,144,4
33.0,2000,66.86,127,135,148,4
33.0,2250,70.7,133,140,151,4
33.0,2500,74.08,138,144,154,4
33.0,2750,77.18,142,147,157,4
33.0,3000,79.1,145,150,158,5
33.0,3250,79.25,145,150,158,7
33.0,3500,79.25,145,150,158,7
34.0,1250,47.18,108,123,140,4
34.0,1500,56.72,114,125,141,4
34.0,1750,62.08,121,129,144,4
34.0,2000,66.48,127,135,148,4
34.0,2250,70.3,132,139,151,4
34.0,2500,73.64,137,143,153,4
34.0,2750,76.74,142,147,156,4
34.0,3000,79.05,146,150,158,5
34.0,3250,79.25,146,150,158,7
34.0,3500,79.25,146,150,158,7
35.0,1250,46.6,108,123,140,4
35.0,1500,56.3,114,125,141,4
35.0,1750,61.7,121,129,144,4
35.0,2000,66.1,127,134,148,4
35.0,2250,69.9,132,139,151,4
35.0,2500,73.2,137,143,153,4
35.0,2750,76.3,142,146,156,4
35.0,3000,79.0,146,150,158,4
35.0,3250,79.25,146,150,158,7
35.0,3500,79.25,146,150,158,7
36.0,1500,55.86,114,125,141,4
36.0,1750,61.32,121,129,144,4
36.0,2000,65.7,127,134,148,4
36.0,2250,69.46,132,138,151,4
36.0,2500,72.76,137,142,153,4
36.0,2750,75.82,142,146,156,4
36.0,3000,78.48,146,149,158,4
36.0,3250,79.16,146,150,158,6
36.0,3500,79.25,147,150,158,7
37.0,1500,55.42,114,125,141,4
37.0,1750,60.94,120,128,143,4
37.0,2000,65.3,126,133,147,4
37.0,2250,69.02,132,138,150,4
37.0,2500,72.32,136,142,152,4
37.0,2750,75.34,141,145,155,4
37.0,3000,77.96,145,149,157,4
37.0,3250,79.07,147,150,158,6
37.0,3500,79.25,147,150,158,7
38.0,1500,54.98,113,124,140,4
38.0,1750,60.56,120,128,143,4
38.0,2000,64.9,126,133,147,4
38.0,2250,68.58,131,137,150,4
38.0,2500,71.88,136,141,152,4
38.0,2750,74.86,141,145,155,4
38.0,3000,77.44,145,148,157,4
38.0,3250,78.98,147,149,158,5
38.0,3500,79.25,148,150,158,7
39.0,1500,54.54,113,124,140,4
39.0,1750,60.18,119,127,142,4
39.0,2000,64.5,125,132,146,4
39.0,2250,68.14,131,137,149,4
39.0,2500,71.44,135,141,151,4
39.0,2750,74.38,140,144,154,4
39.0,3000,76.92,144,148,156,4
39.0,3250,78.89,148,149,158,5
39.0,3500,79.25,148,150,158,7
40.0,1500,54.1,113,124,140,4
40.0,1750,59.8,119,127,142,4
40.0,2000,64.1,125,132,146,4
40.0,2250,67.7,131,136,149,4
40.0,2500,71.0,135,140,151,4
40.0,2750,73.9,140,144,154,4
40.0,3000,76.4,144,147,156,4
40.0,3250,78.8,148,149,158,4
40.0,3500,79.25,149,150,158,7
